        date_obs         |       bjd        |        rv        |       err_rv        | start_time | end_time |  object  
 2005-09-02T03:25:04.220 | 2453615.64463628 | 23.1524471077524 |   0.279582943354452 |      0.038 |    0.038 | Beta-Hyi
 2005-09-02T03:26:25.068 | 2453615.64557376 | 23.1539151944642 |   0.288605619464606 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T02:09:22.467 | 2453615.59204509 | 23.1507012681082 |   0.272568407345343 |      0.035 |    0.036 | Beta-Hyi
 2005-09-02T02:10:43.715 | 2453615.59299414 | 23.1513031252241 |    0.26966552770796 |      0.037 |    0.039 | Beta-Hyi
 2005-09-02T02:12:04.143 | 2453615.59394319 | 23.1521584547432 |   0.251240328794209 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T02:13:24.811 | 2453615.59486909 |  23.152181751695 |   0.241365798936587 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T02:14:45.489 | 2453615.59580657 | 23.1514313771883 |   0.236093735777106 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T02:16:07.617 | 2453615.59675562 | 23.1530152303265 |   0.240649486164401 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T02:17:28.265 | 2453615.59768152 | 23.1527849618277 |   0.242105397532157 |      0.039 |    0.037 | Beta-Hyi
 2005-09-02T02:18:48.242 | 2453615.59860742 | 23.1526856731105 |   0.250782204660829 |      0.039 |    0.037 | Beta-Hyi
 2005-09-02T02:20:11.481 | 2453615.59957961 | 23.1521822604617 |   0.254544223939337 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T02:21:32.699 | 2453615.60050552 | 23.1513899249479 |   0.262983315859864 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T02:22:54.126 | 2453615.60145456 | 23.1520640072008 |   0.275646160241217 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T03:55:13.225 | 2453615.66557322 | 23.1518107263859 |   0.267462331231133 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T03:56:33.743 | 2453615.66649912 | 23.1535712267297 |   0.301700959915795 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T03:57:55.151 | 2453615.66744817 | 23.1541228270817 |   0.296160206921165 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T03:59:15.179 | 2453615.66838565 |  23.152220990115 |   0.253248083332856 |      0.036 |    0.035 | Beta-Hyi
 2005-09-02T04:00:35.996 |  2453615.6692884 | 23.1519811786558 |   0.273654743667317 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T04:01:56.934 | 2453615.67024902 | 23.1500638357994 |   0.266032997523131 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T04:03:17.702 | 2453615.67117492 | 23.1503835292566 |   0.239863983658517 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T04:04:39.070 | 2453615.67212397 | 23.1507189790881 |   0.273248279344431 |      0.039 |    0.035 | Beta-Hyi
 2005-09-02T04:06:00.058 | 2453615.67306145 | 23.1506230636945 |   0.304148624722512 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T04:07:20.736 | 2453615.67398735 | 23.1514854498749 |   0.297866435330678 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T04:08:41.784 | 2453615.67494797 | 23.1508265143323 |    0.26621399023773 |      0.035 |    0.039 | Beta-Hyi
 2005-09-02T04:10:02.472 | 2453615.67582758 | 23.1519374148998 |   0.259046853723731 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T04:11:23.219 |  2453615.6767882 | 23.1517007846652 |    0.29888147375933 |       0.04 |    0.038 | Beta-Hyi
 2005-09-02T04:12:43.697 | 2453615.67772568 | 23.1526439441857 |   0.296102724705392 |      0.038 |    0.037 | Beta-Hyi
 2005-09-02T04:14:06.335 |  2453615.6786863 | 23.1528419879828 |   0.289398512103415 |      0.037 |    0.035 | Beta-Hyi
 2005-09-02T04:16:48.521 | 2453615.68059597 | 23.1545298207721 |   0.286486642411476 |      0.038 |    0.039 | Beta-Hyi
 2005-09-02T04:18:10.759 | 2453615.68148715 | 23.1548126990176 |    0.29541518215796 |      0.037 |    0.039 | Beta-Hyi
 2005-09-02T04:19:32.437 | 2453615.68245934 | 23.1554870830449 |   0.282023453147665 |      0.034 |    0.039 | Beta-Hyi
 2005-09-02T04:20:53.685 | 2453615.68339682 | 23.1548948288923 |    0.25309048089114 |      0.039 |    0.038 | Beta-Hyi
 2005-09-02T04:23:35.471 |  2453615.6852602 | 23.1551941135135 |   0.267606141469754 |      0.038 |    0.038 | Beta-Hyi
 2005-09-02T04:24:57.128 | 2453615.68622082 | 23.1543101930384 |   0.295430451969149 |      0.035 |    0.036 | Beta-Hyi
 2005-09-02T04:26:18.216 | 2453615.68714672 | 23.1530501546053 |   0.279255872667529 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T04:27:39.084 | 2453615.68808419 | 23.1526840308903 |   0.294522908806189 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T04:47:55.412 | 2453615.70214632 | 23.1522034224687 |   0.320923570542401 |       0.04 |    0.039 | Beta-Hyi
 2005-09-02T04:49:16.890 | 2453615.70309537 | 23.1519167934283 |   0.326011773558998 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T04:50:37.838 | 2453615.70405599 | 23.1517705085628 |   0.333351966499191 |      0.038 |    0.035 | Beta-Hyi
 2005-09-02T04:51:58.196 | 2453615.70499346 | 23.1521026179949 |    0.28765079498067 |      0.037 |    0.035 | Beta-Hyi
 2005-09-02T04:53:19.514 | 2453615.70591937 | 23.1532053637106 |   0.329589202012908 |      0.038 |    0.036 | Beta-Hyi
 2005-09-02T04:54:40.662 | 2453615.70687999 | 23.1525300265472 |   0.328905769450928 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T04:56:01.640 | 2453615.70782904 | 23.1548728330268 |   0.341223159138424 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T04:57:22.318 | 2453615.70873179 | 23.1533543789051 |   0.328029280427684 |      0.039 |    0.035 | Beta-Hyi
 2005-09-02T04:58:43.825 | 2453615.70965769 | 23.1538959806886 |   0.310613989990896 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T05:00:07.284 | 2453615.71062989 | 23.1557732668315 |   0.296516429165677 |      0.037 |    0.037 | Beta-Hyi
 2005-09-02T05:01:27.751 | 2453615.71157894 | 23.1561897977674 |   0.343376323289187 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T05:02:49.079 | 2453615.71252798 | 23.1547371247357 |   0.310925253417742 |      0.038 |    0.039 | Beta-Hyi
 2005-09-02T01:03:25.952 | 2453615.54615511 | 23.1485302447327 |   0.370219169378602 |      0.036 |    0.035 | Beta-Hyi
 2005-09-02T01:04:27.548 | 2453615.54687269 | 23.1502187130836 |   0.402954073005102 |      0.036 |    0.038 | Beta-Hyi
 2005-09-02T01:28:50.041 | 2453615.56392084 | 23.1543323920238 |   0.276410285586244 |      0.039 |    0.035 | Beta-Hyi
